,anonID,success_real,success_pred
138,GCKB8915,1,1
139,SBML4044,1,1
140,ZVEI5480,1,1
141,KFFW9948,1,1
142,GBAU3035,1,1
143,CKWK5560,1,1
144,TUEL6472,1,1
145,ZAMH3346,1,1
146,BBQO3698,1,1
147,TQJA1994,1,1
148,EZIX7642,1,1
149,YHVN2002,1,1
150,OABZ3021,1,1
151,PILT9865,1,1
152,UYDO2145,1,1
153,VZOQ7272,1,1
154,RHAA3348,1,1
155,HLWG4463,1,1
156,OBTW5159,1,1
157,IBRX7619,1,1
158,XUUV7535,1,1
159,FFCZ8269,1,1
160,BFGO6769,1,1
161,DGPU3691,1,1
162,BDLB6044,1,1
163,WCFJ2193,1,1
164,UDWM2183,1,1
165,UOMH1203,1,1
166,WRVJ2958,1,1
167,FDHY1696,1,1
168,HTGV9836,1,1
169,XCKI6323,1,1
170,DBVT2940,1,1
171,TMUA3434,1,1
172,WVZT7621,1,1
173,HZBN9498,1,1
174,ZPVB7152,1,1
175,CUMF2643,1,1
176,SEDD7443,1,1
177,FASL9091,1,1
178,CCNE7930,1,1
179,BWTD4918,1,1
180,FXPH1813,1,1
181,ERZD9429,1,1
182,ZMFV2033,1,1
183,PCIM1012,0,1
184,PHHM4216,1,1
185,WYWV9700,1,1
186,DFAI6034,1,1
187,SQGR9633,1,1
188,TWCW9699,1,1
189,BAJV5940,1,1
190,WUEL9558,1,1
191,YYQF7006,1,1
192,IHWX2633,1,1
193,WRYZ6473,1,1
194,CRXO7915,1,1
195,PLTL2643,1,1
196,NKZW7915,1,1
197,KDJA7791,1,1
198,QRNW8512,1,1
199,SUZC1032,1,1
200,YIZY6924,1,1
201,GDRV1667,1,1
202,FUJU6407,1,1
203,NENF2764,1,1
204,OOXX2646,0,1
205,WUOB2886,1,1
206,WFJI9248,1,1
207,OAOP1310,1,1
208,VEAA3517,1,1
209,IIUO6626,1,1
210,FLHT7785,1,1
211,PZAZ6863,1,1
212,MUCE8454,1,1
213,BRXD9806,1,1
214,MHDC2960,1,1
215,NVLK6916,1,1
216,BCOX6722,0,1
217,ECKO4587,0,1
218,KXYN7809,1,1
219,FMTU3388,1,1
220,KHHX9583,1,1
221,GUJA2910,1,1
222,LRTQ6823,0,1
223,KQYK2337,1,1
224,QWUX6001,1,1
225,GMZW6162,1,1
226,FVJY1143,1,1
227,KNAI7512,1,1
228,WWTR6943,1,1
229,CDHF7725,1,1
230,ZXKC8416,1,1
231,YYYH6056,1,1
232,TGYO4596,1,1
233,JDPA9195,1,1
234,OHAI5867,1,1
235,FZRT3930,1,1
236,AHST2292,1,1
237,GYHN2882,1,1
238,WDGT4611,1,1
239,RKQI8215,0,1
240,FPYR1224,1,1
241,AJQF6227,1,1
242,RSSU8823,1,1
243,JFGC5824,1,1
244,OVVR4669,1,1
245,CBMH6338,1,1
246,JVBI9623,1,1
247,BKUE7317,1,1
248,TBHH8756,1,1
249,XOWG6348,1,1
250,ZAEW9970,1,1
251,SOJX8680,1,1
252,ZWSB5838,1,1
253,VGSJ9221,1,1
254,AOTE7236,1,1
255,GYSO8084,1,1
256,DRXI5652,1,1
257,JUBZ6601,1,1
258,QIIF4005,1,1
259,UKDC1309,1,1
260,NMTP1814,1,1
261,DBQC4517,1,1
262,AWTG5449,1,1
263,TEKQ9797,1,1
264,UIFH9899,1,1
265,TYIP7950,1,1
266,VLCW4803,1,1
267,GMYK5928,1,1
268,UAUU4805,1,1
269,ZSGD5433,1,1
270,KLMH9295,1,1
271,DCBO5065,1,1
272,EPST6224,1,1
273,EHZL2591,1,1
274,QWPI9336,1,1
275,NYNR9023,1,1
276,HSPD3020,1,1
277,HTYR1196,1,1
278,SATJ9331,1,1
279,YJJC7202,1,1
280,BYZJ1570,1,1
281,HLQM7901,1,1
282,TOUL6694,1,1
283,AVIM9129,1,1
284,UWNS1427,1,1
285,XJUJ1918,1,1
286,HLZO6082,1,1
287,VCWR2157,1,1
288,SCNB7211,1,1
289,AWON2541,1,1
290,HDFM7915,1,0
291,JJUQ5780,1,1
292,EICG7227,1,1
293,NFKP3959,1,1
294,CABL1388,1,1
295,FOSQ8955,1,1
296,VVGW8679,1,1
297,YWOL5042,1,1
298,PDIA2790,1,1
299,LZUC7237,1,1
300,LDIV7791,1,1
301,ENWD6748,1,1
302,EYGN9526,1,1
303,MWED5897,1,1
304,CCEY9107,0,1
305,RNLE9593,1,1
306,CKTO4291,1,1
307,GMNP5101,1,1
308,ISBD6099,1,1
309,XMRH7421,1,1
310,IRKZ3278,1,1
311,UAKZ2298,1,1
312,TXDO6751,1,1
313,VYFA9232,1,1
314,HTPI8295,1,1
315,XYPX9324,1,1
316,EIWT3276,1,1
317,IGZB9173,1,1
318,UNLC7481,1,1
319,OUAL2833,1,1
320,ZAXB2668,1,1
321,CRMR5489,1,1
322,WWDL6417,1,1
323,FLSU4178,1,1
324,RLVG2291,1,1
325,YQMI4608,1,1
326,KLZG9900,1,1
327,AKVQ2779,1,1
328,XYJS9829,1,1
329,ESOA2147,1,1
330,PSHO8688,1,1
331,NTRV2300,1,1
332,LSJT4215,1,1
333,QHPI5212,1,1
334,VKXN4742,1,1
335,AMES9446,1,1
336,UXGX9360,1,1
337,EGAY6554,1,1
338,LEQD4570,1,1
339,WNDB7856,0,1
340,RHMB7502,1,1
341,LUSE1421,1,1
342,FRZM3855,1,1
343,GDGJ6248,1,1
344,BDOU4363,1,1
345,HWTD1571,1,1
346,IJFI5822,1,1
347,VWTY5975,1,1
348,IUNK1811,1,1
349,AIKQ5943,1,1
350,QKEC2812,1,1
351,FDAU6508,1,1
352,TIBC2473,1,1
353,TATA3592,1,1
354,OWPY9686,1,1
355,RGYO5889,1,1
356,YCJH4372,1,1
357,WTMO3250,1,1
358,VPOY5704,1,1
359,FGYF4047,1,1
360,KRQZ2801,1,1
361,QUMI7756,1,1
362,PRTX4851,1,1
363,ZQPP5680,1,1
364,QWSM5929,1,1
365,VFME3814,1,1
366,WCEE3041,1,1
367,NDXP5822,1,1
368,XTAF2230,1,1
369,ONEY4162,1,1
370,LCJL7302,1,1
371,EXCC9275,1,1
372,HNTH3218,1,1
373,DYII4844,1,1
374,WHWV4528,1,1
375,MZZN9111,1,1
376,GXQS7657,1,1
377,XKUL2193,1,1
378,YSZA7893,1,1
379,HEFV6202,1,1
380,HNQN2456,1,1
381,AQAN5343,1,1
382,JBHN8245,1,1
383,KSVU6904,1,1
384,ZVGP6741,1,1
385,HXGG3135,1,1
386,OPYW7957,1,1
387,AKER9809,1,1
388,VLCS6041,1,1
389,YKQC1992,1,1
390,JQSQ4286,1,1
391,AWLQ8427,1,1
392,YBQW5904,1,1
393,VOVT4368,1,1
394,SQDS6306,1,1
395,EWTR6738,1,1
396,XYRH3427,1,1
397,BBRF7893,1,1
398,LPSS9310,1,1
399,WKFS4475,1,1
400,MSJV4008,1,1
401,SCXN1999,1,1
402,EYNI9665,1,1
403,LVTU3180,1,1
404,MYBS4431,1,1
405,VRCF2214,1,1
406,MZKH4057,1,1
407,RRTQ9872,1,1
408,HDDP4139,1,1
409,QMNX7058,1,1
410,XHYA4643,1,1
411,QYWT7967,1,1
412,CVRC9646,1,1
413,MJZG9928,0,1
414,TCCI7905,1,1
415,FGBM7498,1,1
416,VZLL6448,1,1
417,MLAG1599,1,1
418,LCJN5746,1,1
419,HMDO4723,1,1
420,SRUQ7049,1,1
421,YSSB2926,1,1
422,UCFX9681,1,1
423,IGJO5316,1,1
424,ZGTP8935,1,1
425,ZCMU8408,1,1
426,XLQO9067,1,1
427,SGRP1657,1,1
428,KHPV4978,1,1
429,VSNN1002,1,1
430,VLWL9432,1,1
431,PMVC6351,1,1
432,WVLI1133,1,1
433,LTTB5728,1,1
434,NSDO3844,1,1
435,HGED4736,0,1
436,TFUW9590,1,1
437,XNZE8973,1,1
438,IJZH7149,1,1
439,HYLC2649,1,1
440,WFCT8665,1,1
441,GEGK4638,1,1
442,ZUFW8803,1,1
443,JYWS1074,1,1
444,UXBR8051,1,1
445,UKBA8704,1,1
446,KWDR3066,1,1
447,HADI9879,1,1
448,ZBZN6296,1,1
449,BDMK9403,1,1
450,JPVG1290,1,1
451,SWUS9681,1,1
452,LRZA7742,1,1
453,IZXG7165,1,1
454,HFEA9947,1,1
455,SCOJ3878,1,1
456,XCLT2191,1,1
457,VKHQ4887,1,1
458,BHUB6753,1,1
459,KDCK1054,1,1
460,TSAP2949,1,1
461,BHFV2073,1,1
462,YXAW9799,1,1
463,JLRA6648,0,1
464,NOXM1039,1,1
465,WXII8897,1,1
466,UKFA7179,1,1
467,QIKP4153,1,1
468,DTRY2749,1,1
469,SVGS1185,1,1
470,HTHI4361,1,1
471,DUHN9273,1,1
472,PPWF5783,1,1
473,FYSV4561,1,1
474,BPOC2044,1,1
475,JXKQ5553,1,1
476,LXZC6164,1,1
477,DILF4064,1,1
478,NTJA3370,1,1
479,IFYR2170,1,1
480,BXSB3212,1,1
481,SXRD3571,1,1
482,AVAZ6424,1,1
483,GDOS3545,1,1
484,NIQY5180,1,1
485,KCAK8306,1,1
486,ENCH1444,1,1
487,GSDX9073,1,1
488,ZVBG9753,1,1
489,VPPV9874,1,1
490,OUIP7806,1,1
491,CEVG3789,1,1
492,QDVN7539,1,1
493,KLGI8699,1,1
494,BSNQ4975,0,1
495,MCKL6802,1,1
496,LFHB8522,1,1
497,TXEX1876,1,1
498,KOPR8634,1,1
499,XLVH1559,1,1
500,PBNF7917,1,1
501,BJDU3201,1,1
502,NUME8458,1,1
503,GNWP6964,1,1
504,CIUV1559,1,1
505,NMFI8348,1,1
506,ZDJI7009,1,1
507,ICLH8427,1,1
508,ULHF2910,1,1
509,FVRE4532,1,1
510,FVYZ9157,1,1
511,MXSA6806,1,1
512,YOPV7857,1,1
513,UJOK7974,1,1
514,SIJE1995,1,1
515,EXQQ4917,1,1
516,FUII4739,1,1
517,KVNR9400,1,1
518,WAOS8973,1,1
519,FIJQ5553,0,1
520,FHLN1252,1,1
521,GXFM7922,1,1
522,YABO2727,0,1
523,AAMF7229,1,1
524,CBJN4159,1,1
525,RXOG4383,1,1
526,AUHQ4009,1,1
527,LLAS7258,1,1
528,ENOB4825,1,1
529,QQZQ9879,1,1
530,YTHW4903,1,1
531,VQZN8704,1,1
532,IZMP2606,1,1
533,BGNP1678,1,1
534,HYZQ3539,1,1
535,MDQX8828,1,1
536,XLRC1715,1,1
537,YRKS5275,1,1
538,QCHX7401,1,1
539,JEMX9512,1,1
540,PHVE3403,1,1
541,GGPC2988,1,1
542,KPXM9305,1,1
543,JOWC6539,1,1
544,SRFP5465,1,1
545,QGWT1474,1,1
546,OCPY1167,1,1
547,LITR7863,1,1
548,VLSQ3516,0,1
549,YEOT3765,1,1
550,SZFC1316,1,1
551,WWMS4513,1,1
552,IETP5185,1,1
553,MBJC6107,1,1
554,FNBG5579,1,1
555,AEDH2351,1,1
556,UZBZ6920,1,1
557,YMWZ4757,1,1
558,TQTV5242,1,1
559,JOYQ2049,1,1
560,PHOW1744,1,1
561,ENCK5542,1,1
562,CSHM4277,1,1
563,WCGB4837,1,1
564,GBQS1707,1,1
565,XYNL4697,1,1
566,ZHLD1145,1,1
567,MDVE1346,1,1
568,SPLB6778,1,1
569,GYTD2026,1,1
570,YJPH7539,1,1
571,FQAC1672,0,1
572,EDRZ5321,1,1
573,PMJR6053,1,1
574,MXTD4028,1,1
575,PUBZ3022,1,1
576,DEZF5268,1,1
577,DFIN3824,1,1
578,ZPKI9340,1,1
579,HBNG5617,1,1
580,RLLK7936,1,1
581,HCHD7783,1,1
582,IXPV4381,1,1
583,GZRC2456,1,1
584,NAHF9636,1,1
585,RYFW2014,1,1
586,BHJO7666,1,1
587,TTHT6519,1,1
588,OOGO1960,1,1
589,CSBN6447,1,1
590,DOKS7621,1,1
591,TYND8542,1,1
592,SFAC1969,1,1
593,DFOB9558,1,1
594,ZPFG8348,1,1
595,IPRQ3745,1,1
596,BSXQ4217,1,1
597,RGKK8368,1,1
598,YDBU9013,1,1
599,SCDP9760,1,1
600,WDCA5356,1,1
601,XKME6626,1,1
602,PPQS2093,1,1
603,CSLT7943,1,1
604,URAM8846,1,1
605,WNAQ8811,1,1
606,KFEP3359,1,1
607,EMFU2977,1,1
608,YYAO7452,1,1
609,VREM4874,1,1
610,OBNC7174,1,1
611,CSLS6155,1,1
612,CXJV1619,1,1
613,BQCD4698,1,1
614,YEVE4765,1,1
615,DAIX1176,1,1
616,KXWD6498,1,1
617,BYDE8448,1,1
618,UMUO6761,1,1
619,VSJZ9713,1,1
620,YULE6252,1,1
621,SJLK4475,1,1
622,QMPG3343,1,1
623,AEQH6916,1,1
624,YQCV2276,1,1
625,NYAL8471,1,1
626,MUOV4712,1,1
627,AZMS9522,1,1
628,GHZR9361,1,1
629,SFUX7227,1,1
630,BBSS7095,1,1
631,JCHP1204,1,1
632,YAAD7987,1,1
633,HALV9169,1,1
634,CMXL9861,1,1
635,RMOH7490,1,1
636,EEZV8368,1,1
637,VZOD6357,1,1
638,TWOT3504,1,1
639,XWQU9480,0,1
640,AZAG9473,1,1
641,ERXF5201,1,1
642,AUUT2790,1,1
643,STBT9205,1,1
644,UIYX6414,1,1
645,IVBC8683,1,1
646,ZEQV4021,1,1
647,DFOO9520,1,1
648,DXLP9592,1,1
649,AATK3985,1,1
650,UBVJ2731,1,1
651,JDJB5359,1,1
652,OFBF1362,1,1
653,WFUS3228,1,1
654,WZZL8750,1,1
655,NYOQ7446,1,1
656,XMJH1116,1,1
657,KXAE6671,1,1
658,IWUN1260,1,1
659,KADB4529,1,1
660,WFUC4758,1,1
661,FQVV1879,1,1
662,ZQXD7796,1,1
663,XOIP6408,1,1
664,ONOM2083,1,1
665,GZGH1385,1,1
666,CNAE9450,1,1
667,MBNV1595,1,1
668,JRWU8237,1,1
669,QHRV6031,1,1
670,OFVP7394,1,1
671,VSFE1088,1,1
672,DHEG4767,1,1
673,NYKB4464,1,1
674,TQEY5899,1,1
675,MVJB9225,1,1
676,SBRE6057,0,1
677,PIHV9786,1,1
678,MLCG6800,1,1
679,PBHJ5088,1,1
680,ZLVL9676,1,1
681,LZNY2495,1,1
682,OABL7317,1,1
683,EIHL5388,1,1
684,DYSM6584,1,1
685,ZFRA4067,1,1
686,KQJX1101,1,1
687,RQIT4527,1,1
688,FXIV5843,1,1
689,QTZJ6930,1,1
690,NTLA3357,1,1
691,ONXN5756,1,1
692,QIKS4855,1,1
693,FRYH2793,1,1
694,PUUD7224,1,1
695,NWVU9628,1,1
696,VEEX2009,1,1
697,JAIZ3278,1,1
698,WXVO3866,1,1
699,TIIL9026,1,1
700,IWZS9208,1,1
701,QABS2596,1,1
702,XQDT7548,1,1
703,EDAR6193,1,1
704,HFMB5677,1,1
705,RPMA8938,1,1
706,CDMA3140,1,1
707,WJPV7102,1,1
708,TLYV1622,1,1
709,NYFO7490,1,1
710,ARAG1413,0,1
711,LGNW8457,1,1
712,BXOK4105,1,1
713,ZNJY3520,1,1
714,QWAB9343,1,1
715,DDPU9994,1,1
716,DZOM1875,1,1
717,SWZU2762,1,1
718,MYMU7099,1,1
719,JKRM3401,1,1
720,MWBB1043,1,1
721,NNGO6537,1,1
722,VLFL7875,1,1
723,NHGD6973,1,1
724,SGCM8458,0,1
725,LJOP5933,1,1
726,LVLP3471,1,1
727,FVUB1827,1,1
728,KOND2503,1,1
729,BDLI8120,1,1
730,MMAY7714,1,1
731,VSNB4720,1,1
732,BLTB2344,0,1
733,NVWL2243,1,1
734,IDCP2406,0,1
735,XGMW5455,1,1
736,LFBX6426,1,1
737,ZHNT7050,1,1
738,IMQL1641,1,1
739,SCAX2393,1,1
740,QWMM5541,1,1
741,DPTX4310,1,1
742,RUBU7183,1,1
743,WNOT2647,1,1
744,KXFI2171,1,1
745,YFBJ9028,1,1
746,BMKO2274,1,1
747,ZSGF5602,1,1
748,KCDS8762,1,1
749,YXQP4175,1,1
750,OMVG4000,0,1
751,OGHJ2473,1,1
752,AAXB1649,1,1
753,GOSW7206,1,1
754,FVYN6844,1,1
755,ZNAH6936,1,1
756,BHNK4967,1,1
757,EVPZ8085,1,1
758,RISB6817,0,1
759,QXVK6401,1,1
760,YIJQ6917,1,1
761,AHEQ8268,1,1
762,XGCP9639,1,1
763,WFVP2526,1,1
764,VIEG9867,1,1
765,ZGTC3514,1,1
766,XNJD2055,1,1
767,SVQG7392,1,1
768,GAGG7974,1,1
769,DURL8765,1,1
770,PVSQ3573,1,1
771,GREA2229,1,1
772,SBBT5091,1,1
773,VARC9850,1,1
774,HROE2173,1,1
775,QYVJ6621,1,1
776,IEBY8968,1,1
777,OKOV2930,1,1
778,GONX6627,1,1
779,YIJS8583,1,1
780,PKHE4586,1,1
781,VPYN7569,1,1
782,SZXJ8476,1,1
783,UWDD4249,1,1
784,EUSO7195,1,1
785,HUKI4492,1,1
786,RRDW3853,1,1
787,VGCK3358,1,1
788,HTWZ4549,1,1
789,ZGED9488,1,1
790,OTMI6940,1,1
791,GYPV1780,1,1
792,ICFR6366,1,1
793,HRFA7118,1,1
794,WFOJ1450,1,1
795,TNYC7815,1,1
796,GNWM7751,1,1
797,AUIW3510,1,1
798,GZGT8482,1,1
799,COJW2816,1,1
800,KTXO8943,1,1
801,XVCX9680,1,1
802,OFWK7116,1,1
803,MUAX5166,1,1
804,GJNH4885,1,1
805,QYTH4288,1,1
806,TNES3465,1,1
807,PSHB7863,1,1
808,XJXK7737,1,1
809,IOWE3181,1,1
810,QAGG2383,0,1
811,YLUG1656,1,1
812,VLBF8468,1,1
813,BRQB2747,1,1
814,POPW6142,1,1
815,FFXP4189,1,1
816,ROTK2381,1,1
817,KICJ6216,1,1
818,HPCW8026,1,1
819,AMJG4655,1,1
820,WRNZ4103,1,1
821,AVJV2370,1,1
822,QIUY3837,1,1
823,HXHT5719,1,1
824,LWYU4118,1,1
825,FRLJ2752,1,1
826,IYIS9078,1,1
827,QIIN6309,0,1
828,VHQO3827,1,1
829,RAHJ6645,1,1
830,UVXF9560,1,1
831,SUSC7224,1,1
832,STWR1417,1,1
833,ENIB3062,1,1
834,GMZE8330,1,1
835,DUEI2995,0,1
836,XWAF1053,1,1
837,UAJB7007,1,1
838,WWJZ6836,1,1
839,RKYG1446,1,1
840,LDEE8053,1,1
841,RCXP2927,1,1
842,EPLA1743,1,1
843,AKKM4033,1,1
844,KJYK6637,1,1
845,WZBJ6712,1,1
846,IEMG3348,1,1
847,MHOY7188,1,1
848,YFEU7094,1,1
849,YKBZ3644,1,1
850,WLUM5119,1,1
851,JFEW6020,1,1
852,YTMS5244,1,1
853,RVOJ2804,1,1
854,VCEX7533,1,1
855,VRBL9699,1,1
856,EACB2398,0,1
857,GQLI7402,1,1
858,SQOT5091,1,1
859,YEHB5326,1,1
860,FQSS3294,1,1
861,MKFN3236,1,1
862,SZPI7100,1,1
863,UXLQ9934,1,1
864,HVAH2696,1,1
865,LPRK9264,1,1
866,SGPZ2111,1,1
867,RVGN4987,1,1
868,TZUQ5306,0,1
869,JOSV7530,1,1
870,UALO7831,1,1
871,UWFW8191,1,1
872,RMGA8922,1,1
873,VRRU7001,1,1
874,WDHC2501,0,1
875,WSZO5003,1,1
876,ATID2079,1,1
877,QOJO5118,1,1
878,UECI9438,1,1
879,KVTU8790,1,1
880,YGII1804,1,1
881,NZEV4842,1,1
882,ZTHA3436,1,1
883,FDHF4577,1,1
884,BIAP3151,1,1
885,KXCA3345,1,1
886,DACX8827,1,1
887,PNTL6381,1,1
888,QNDV5319,1,1
889,PLMO9873,1,1
890,SIZU4880,1,1
891,TTEE4307,1,1
892,CXQH3056,0,1
893,HILI9574,1,1
894,ACNS1186,1,1
895,PXCC5441,1,1
896,OUAN1557,1,1
897,CAGV5928,1,1
898,RWFW4866,1,1
899,JPDH6122,1,1
900,TPQR2533,1,1
901,INTK2095,1,1
902,FBWW5437,0,1
903,KUZK9256,1,1
904,CSGK7208,1,1
905,CZDW3549,0,1
906,SRDQ1852,1,1
907,TSNQ6216,1,1
908,ZBJG9056,1,1
909,AQQS5061,1,1
910,COTW6581,1,1
911,RWAO3235,1,1
912,ZIFG5213,1,1
913,EEEP2631,1,1
914,NBGY2363,1,1
915,RRMC5490,1,1
916,TKXZ3565,1,1
917,XEZI6220,1,1
918,CBCH4761,1,1
919,PMKH4529,1,1
920,BPJW1768,1,1
921,CEUA2974,1,1
922,UCWN2990,0,1
923,MWJY3027,1,1
924,BAHU1173,1,1
925,UGDN5885,1,1
926,JYBV1899,1,1
927,DAIU7360,1,1
928,WPAB1437,1,1
929,HOUZ9808,1,1
930,BXBV3303,1,1
931,DPAL7184,1,1
932,AWHO9724,1,1
933,KLDJ2497,0,1
934,LQKU3779,1,1
935,VYDL9775,1,1
936,BWCL4394,1,1
937,JLZZ1760,1,1
938,ZKTB7919,0,1
939,BSMA1912,1,1
940,ONMG9035,1,1
941,CFRC6774,1,1
942,OFGN8910,1,1
943,UJXR2665,1,1
944,GQLO1308,1,1
945,FPFK5097,1,1
946,JHKK8583,1,1
947,ESDS6880,1,1
948,PRLS4942,1,1
949,DAVB7831,1,1
950,GUUI1513,1,1
951,ZMFD6937,1,1
952,ZCTK3030,1,1
953,CSII9393,1,1
954,KAOU9222,1,1
955,FHDU7273,1,1
956,VXWR1294,1,1
957,UKXJ7369,1,1
958,UELP1144,1,1
959,EHIS3022,1,1
960,DGKL6003,1,1
961,DUCE2075,1,1
962,HMXX3264,1,1
963,DMBX3672,0,1
964,RORV1351,1,1
965,WHEG8172,1,1
966,VXUI3684,1,1
967,KHDZ2850,1,1
968,YZCJ8994,1,1
969,HPGB8813,1,1
970,MVQZ9568,1,1
971,INVW6590,1,1
972,MQHE1853,1,1
973,CDHF5263,1,1
974,MXTA7998,1,1
975,PTDX9976,1,1
976,MWYV9257,1,1
977,NVIH3289,1,1
978,SCDI6286,1,1
979,FRAT1660,1,1
980,QMCE6615,1,1
981,JIRB2664,1,1
982,OVLX8036,1,1
983,CBRW3978,0,1
984,YHXM8799,1,1
985,JAMJ9970,1,1
986,XSSN2890,1,1
987,MYMZ4251,1,1
988,RIPD9046,1,1
989,DZBV4792,1,1
990,AKSQ9274,1,1
991,AMBX5347,1,1
992,DAGZ9573,1,1
993,SGQY2818,1,1
994,OQGQ4270,1,1
995,SEKG5629,1,1
996,LYYS3402,1,1
997,IEAT1522,1,1
998,SGQX5053,1,1
999,RXJH3088,1,1
1000,HMEX3897,0,1
1001,KPZV4461,1,1
1002,CERO9699,1,1
1003,PAXK1468,1,1
1004,VCOJ5427,1,1
1005,PWRD2205,1,1
1006,JNJV3699,1,1
1007,RSVG4756,1,1
1008,LZVT2494,1,1
1009,GWZF9041,1,1
1010,VCCB8664,0,1
1011,YLDK4496,1,1
1012,LAMC1734,1,1
1013,HUFN1835,1,1
1014,PAZW2338,1,1
1015,IISV2958,1,1
1016,TTXL1912,1,1
1017,JORT6505,1,1
1018,OACF4921,1,1
1019,YLVA4804,1,1
1020,VYEQ8335,1,1
1021,EDVO7401,1,1
1022,TBEE9449,1,1
1023,TDKP3388,1,1
1024,SOSR5966,1,1
1025,APRU2891,1,1
1026,MGTQ5126,1,1
1027,HWWP7253,1,1
1028,SQIN3888,1,1
1029,UKEG6619,1,1
1030,HEBD3459,1,1
1031,RAWW8333,1,1
1032,TWVU6777,1,1
1033,VBOS1223,1,1
1034,GOHI8112,1,1
1035,RBKT3718,1,1
1036,DWPC3089,1,1
1037,MGSS5305,1,1
1038,EDUQ8742,1,1
1039,GRUU1758,1,1
1040,WSOT8438,1,1
1041,ADBT6299,1,1
1042,DERI7483,1,1
1043,KBRL2986,1,1
1044,OPZG3002,1,1
1045,ISJP6455,1,1
1046,OWQT8732,1,1
1047,PMTT2696,1,1
1048,ULGP6078,1,1
1049,RIXO6565,1,1
1050,QTLW6087,1,1
1051,LBZM6616,1,1
1052,AAVT3615,1,1
1053,FPDS1785,1,1
1054,YUSH8986,1,1
1055,YDKE8422,1,1
1056,EIYI6782,1,1
1057,FWBP1928,1,1
1058,LOZU5383,1,1
1059,CNIV8789,1,1
1060,ALPO2496,1,1
1061,ECTR1979,1,1
1062,QTAS9061,1,1
1063,YSMZ2931,1,1
